id,ICAO CODE,IATA CODE,AIRPORT NAME,CITY,COUNTRY,Latitude,Longitude
308,DXXX,LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254
309,EBAW,ANR,DEURNE,ANTWERP,BELGIUM,51.19,4.463
310,EBBE,N/A,BEAUVECHAIN,BEAUVECHAIN,BELGIUM,50.759,4.768
311,EBBL,N/A,KLEINE BROGEL,KLEINE BROGEL,BELGIUM,51.168,5.471
312,EBBR,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499
313,EBBT,N/A,BRAASCHAAT,BRASSCHAAT,BELGIUM,51.333,4.5
314,EBBX,N/A,BERTRIX JEHONVILLE,BERTRIX,BELGIUM,49.887,5.229
315,EBCI,CRL,BRUSSELS SOUTH,CHARLEROI,BELGIUM,50.459,4.454
316,EBCV,N/A,CHIEVRES AB,CHIEVRES,BELGIUM,50.576,3.831
317,EBFN,N/A,KOKSIJDE,KOKSIJDE,BELGIUM,51.09,2.653
318,EBFS,N/A,FLORENNES,FLORENNES,BELGIUM,50.244,4.649
319,EBKT,QKT,WEVELGEM,KORTRIJK-VEVELGEM,BELGIUM,50.818,3.208
320,EBLG,LGG,LIEGE,LIEGE,BELGIUM,50.637,5.443
321,EBOS,OST,OOSTENDE,OSTEND,BELGIUM,51.199,2.862
322,EBSL,N/A,ZUTENDAAL,ZUTENDAAL,BELGIUM,50.948,5.592
323,EBST,N/A,ST TRUIDEN,SINT-TRUIDEN,BELGIUM,50.788,5.193
324,EBUL,N/A,URSEL,URSEL,BELGIUM,51.144,3.474
325,EBWE,N/A,WEELDE,WEELDE,BELGIUM,51.395,4.961
326,EBZR,N/A,ZOERSEL,ZOERSEL,BELGIUM,51.266,4.755
327,EDAB,BBJ,BAUTZEN,BAUTZEN,GERMANY,51.193,14.52
328,EDAC,AOC,ALTENBURG NOBITZ,ALTENBURG,GERMANY,50.982,12.506
329,EDAD,N/A,DESSAU,DESSAU,GERMANY,51.832,12.186
330,EDAE,N/A,EISENHUTTENSTADT,EISENHUETTENSTADT,GERMANY,52.197,14.586
331,EDAH,N/A,HERINGSDORF,HERINGSDORF,GERMANY,53.879,14.152
332,EDAK,N/A,GROSSENHAIN,SUHL,GERMANY,51.308,13.555
333,EDAM,N/A,MERSEBURG,MUEHLHAUSEN,GERMANY,51.363,11.941
334,EDAQ,N/A,HALLE OPPIN,HALLE,GERMANY,51.552,12.053
335,EDAU,N/A,RIESA GOHLIS,RIESA,GERMANY,51.294,13.359
336,EDAX,N/A,RECHLIN LARZ,RECHLIN-LAERZ,GERMANY,53.306,12.753
337,EDAY,N/A,STRAUSBERG,STRAUSBERG,GERMANY,52.58,13.916
338,EDAZ,N/A,SCHONHAGEN,SCHOENHAGEN,GERMANY,52.203,13.159
339,EDBC,N/A,COCHSTEDT SCHNEIDLINGEN,COCHSTEDT,GERMANY,51.856,11.418
340,EDBG,GWW,GOLDSBORO WAYNE MUNI,GOTHA OST,GERMANY,35.461,-77.965
341,EDBH,N/A,BARTH,BARTH,GERMANY,54.338,12.71
342,EDBJ,N/A,JENA SCHONGLEINA,JENA,GERMANY,50.917,11.714
343,EDBK,N/A,KYRITZ,KYRITZ,GERMANY,52.919,12.425
344,EDBM,N/A,MAGDEBURG,MAGDEBURG,GERMANY,52.074,11.626
345,EDBN,N/A,BRANDIS WALDPOLENZ,NEUBRANDENBURG,GERMANY,51.328,12.657
346,EDBR,N/A,ROTHENBURG GORLITZ,ROTHENBURG/OL,GERMANY,51.364,14.952
347,EDCA,N/A,ANKLAM,ANKLAM,GERMANY,53.833,13.669
348,EDCD,N/A,COTTBUS DREWITZ,COTTBUS,GERMANY,51.889,14.532
349,EDCK,N/A,KOTHEN,KOETHEN,GERMANY,51.721,11.962
350,EDCM,N/A,KAMENZ,KAMENZ,GERMANY,51.296,14.129
351,EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,52.38,13.523
352,EDDC,DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767
353,EDDE,ERF,ERFURT,ERFURT,GERMANY,50.98,10.958
354,EDDF,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543
355,EDDG,FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52.134,7.685
356,EDDH,HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988
357,EDDI,THF,TEMPELHOF,BERLIN,GERMANY,52.473,13.404
358,EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,50.866,7.143
359,EDDL,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767
360,EDDM,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786
361,EDDN,NUE,NURNBERG,NUERNBERG,GERMANY,49.499,11.078
362,EDDP,LEJ,LEIPZIG HALLE,LEIPZIG,GERMANY,51.424,12.236
363,EDDR,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109
364,EDDS,STR,STUTTGART,STUTTGART,GERMANY,48.69,9.222
365,EDDT,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287
366,EDDV,HAJ,HANNOVER,HANNOVER,GERMANY,52.461,9.685
367,EDDW,BRE,BREMEN,BREMEN,GERMANY,53.047,8.787
368,EDFE,N/A,EGELSBACH,EGELSBACH,GERMANY,49.961,8.644
369,EDFH,HHN,FRANKFURT HAHN,HAHN,GERMANY,49.95,7.264
370,EDFM,MHG,MANNHEIM CITY,MANNHEIM,GERMANY,49.473,8.514
371,EDFQ,N/A,ALLENDORF EDER,ALLENDORF,GERMANY,51.035,8.679
372,EDFV,N/A,WORMS,WORMS,GERMANY,49.606,8.368
373,EDFZ,N/A,MAINZ FINTHEN,MAINZ,GERMANY,49.969,8.147
374,EDGE,N/A,EISENACH KINDEL,EISENACH,GERMANY,50.993,10.473
375,EDGS,N/A,SIEGERLAND,SIEGERLAND,GERMANY,50.708,8.082
376,EDHI,XFW,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53.535,9.835
377,EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,54.379,10.145
378,EDHL,LBC,LUBECK BLANKENSEE,LUEBECK,GERMANY,53.805,10.719
379,EDKA,AAH,AACHEN MERZBRUCK,AACHEN,GERMANY,50.823,6.187
380,EDKV,N/A,DAHLEMER BINZ,DAHLEMER BINZ,GERMANY,50.406,6.528
381,EDKZ,N/A,MEINERZHAGEN,MEINERZHAGEN,GERMANY,51.099,7.602
382,EDLA,ZCA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51.483,7.899
383,EDLC,N/A,KAMP LINTFORT,KAMP,GERMANY,51.53,6.537
384,EDLE,ESS,ESSEN MULHEIM,ESSEN,GERMANY,51.401,6.936
385,EDLN,MGL,MONCHENGLADBACH,MOENCHENGLADBACH,GERMANY,51.23,6.504
386,EDLP,PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,51.614,8.616
387,EDLS,N/A,STADTLOHN VREDEN,STADTLOHN,GERMANY,51.996,6.84
388,EDLW,DTM,DORTMUND,DORTMUND,GERMANY,51.518,7.612
389,EDMA,AGB,AUGSBURG,AUGSBURG,GERMANY,48.425,10.932
390,EDMB,N/A,BIBERACH AN DER RISS,BIBERACH,GERMANY,48.111,9.763
391,EDME,N/A,EGGENFELDEN,EGGENFELDEN,GERMANY,48.396,12.724
392,EDMO,OBF,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,48.081,11.283
393,EDMS,N/A,STRAUBING,STRAUBING,GERMANY,48.901,12.518
394,EDMV,N/A,VILSHOFEN,VILSHOFEN,GERMANY,48.636,13.195
395,EDNL,N/A,LEUTKIRCH UNTERZEIL,LEUTKIRCH,GERMANY,47.859,10.014
396,EDNY,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511
397,EDOP,SZW,SCHWERIN PARCHIM,PARCHIM,GERMANY,53.427,11.783
398,EDOV,N/A,STENDAL BORSTEL,STENDAL,GERMANY,52.629,11.82
399,EDPA,N/A,AALEN HEIDENHEIM ELCHINGEN,AALEN-HEIDENHEIM,GERMANY,48.778,10.264
400,EDQC,N/A,COBURG BRANDENSTEINSEBENE,COBURG,GERMANY,50.263,10.996
401,EDQD,BYU,BAYREUTH,BAYREUTH,GERMANY,49.984,11.638
402,EDQE,N/A,BURG FEUERSTEIN,BURG FEUERSTEIN,GERMANY,49.794,11.132
403,EDQM,HOQ,HOF PLAUEN,HOF,GERMANY,50.289,11.855
404,EDQP,N/A,ROSENTHAL FIELD PLOSSEN,ROSENTHAL,GERMANY,49.863,11.788
405,EDQT,N/A,HASSFURT SCHWEINFURT,HASSFURT,GERMANY,50.018,10.529
406,EDRK,ZNV,KOBLENZ WINNINGEN,KOBLENZ,GERMANY,50.325,7.531
407,EDRT,ZQF,TRIER FOHREN,TRIER,GERMANY,49.863,6.789
408,EDRY,ZQC,SPEYER,SPEYER,GERMANY,49.302,8.451
409,EDRZ,N/A,ZWEIBRUCKEN,ZWEIBRUECKEN,GERMANY,49.209,7.401
410,EDTB,ZCC,BADEN OOS,BADEN-BADEN,GERMANY,48.791,8.187
411,EDTD,ZQL,DONAUESCHINGEN VILLINGEN,DONAUESCHINGEN,GERMANY,47.973,8.522
412,EDTF,N/A,FREIBURG,FREIBURG,GERMANY,48.02,7.834
413,EDTK,N/A,KARLSRUHE FORCHHEIM,KARLSRUHE,GERMANY,48.982,8.333
414,EDTM,N/A,MENGEN HOHENTENGEN,MENGEN,GERMANY,48.054,9.373
415,EDTY,N/A,SCHWABISCH HALL HESSENTAL,SCHWAEBISCH HALL,GERMANY,49.118,9.777
416,EDUS,N/A,FINSTERWALDE SCHACKSDORF,SOEST,GERMANY,51.608,13.738
417,EDVE,BWE,BRAUNSCHWEIG,BRAUNSCHWEIG,GERMANY,52.319,10.556
418,EDVK,KSF,KASSEL CALDEN,KASSEL,GERMANY,51.408,9.378
419,EDVM,N/A,HILDESHEIM,HILDESHEIM,GERMANY,52.177,9.946
420,EDWB,BRV,BREMERHAVEN,BREMERHAVEN,GERMANY,53.503,8.573
421,EDWD,LEM,LEMWERDER,LEMWERDER,GERMANY,53.143,8.623
422,EDWE,EME,EMDEN,EMDEN,GERMANY,53.391,7.227
423,EDWF,N/A,LEER PAPENBURG,LEER,GERMANY,53.272,7.443
424,EDWI,WVN,WILHELMSHAVEN MARIENSIEL,WILHELMSHAVEN,GERMANY,53.505,8.053
425,EDWR,BMK,BORKUM,BORKUM,GERMANY,53.595,6.709
426,EDWY,NRD,NORDERNEY,NORDERNEY,GERMANY,53.707,7.23
427,EDXF,N/A,FLENSBURG SCHAFERHAUS,FLENSBURG,GERMANY,54.772,9.378
428,EDXR,N/A,RENDSBURG SCHACHTHOLM,RENDSBURG,GERMANY,54.221,9.601
429,EDXW,GWT,WESTERLAND SYLT,WESTERLAND,GERMANY,54.913,8.34
430,EEEI,N/A,AMARI,ARMARI AIR FORCE BASE,ESTONIA,59.259,24.204
431,EEKA,N/A,KARDLA,KARDLA,ESTONIA,58.991,22.831
432,EEKE,N/A,KURESSAARE,KURESSAARE,ESTONIA,58.23,22.509
433,EEPU,N/A,PARNU,PARNU,ESTONIA,58.419,24.473
434,EETN,TLL,TALLINN,TALLINN-ULEMISTE INTERNATIONAL,ESTONIA,59.413,24.833
435,EETU,N/A,TARTU,TARTU-ULENURME,ESTONIA,58.307,26.69
436,EFET,ENF,ENONTEKIO,ENONTEKIO,FINLAND,68.362,23.424
437,EFEU,N/A,EURA,EURA,FINLAND,61.116,22.201
438,EFHA,KEV,HALLI,HALLI,FINLAND,61.856,24.786
439,EFHF,HEM,HELSINKI MALMI,HELSINKI,FINLAND,60.254,25.043
440,EFHK,HEL,HELSINKI VANTAA,HELSINKI,FINLAND,60.32,24.956
441,EFHM,N/A,HAMEENKYRO,HAMEENKYRO,FINLAND,61.689,23.074
442,EFHN,N/A,HANKO,HANKO,FINLAND,59.849,23.083
443,EFHV,N/A,HYVINKAA,HYVINKAA,FINLAND,60.654,24.881
444,EFIK,N/A,KIIKALA,KIKALA,FINLAND,60.463,23.652
445,EFIM,N/A,IMMOLA,IMMOLA,FINLAND,61.249,28.904
446,EFIT,N/A,KITEE,KITEE,FINLAND,62.166,30.074
447,EFIV,IVL,IVALO,IVALO,FINLAND,68.607,27.405
448,EFJO,JOE,JOENSUU,JOENSUU,FINLAND,62.659,29.624
449,EFJY,JYV,JYVASKYLA,JYVASKYLA,FINLAND,62.399,25.678
450,EFKA,KAU,KAUHAVA,KAUHAVA,FINLAND,63.127,23.051
451,EFKE,KEM,KEMI TORNIO,KEMI,FINLAND,65.782,24.599
452,EFKI,KAJ,KAJAANI,KAJAANI,FINLAND,64.285,27.692
453,EFKJ,N/A,KAUHAJOKI,KAUHAJOKI,FINLAND,62.463,22.393
454,EFKK,KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,63.721,23.143
455,EFKM,N/A,KEMIJARVI,KEMIJARVI,FINLAND,66.713,27.157
456,EFKS,KAO,KUUSAMO,KUUSAMO,FINLAND,65.987,29.239
457,EFKT,KTT,KITTILA,KITTILA,FINLAND,67.701,24.847
458,EFKU,KUO,KUOPIO,KUOPIO,FINLAND,63.007,27.798
459,EFLA,N/A,LAHTI VESIVEHMAA,VESIVEHMAA,FINLAND,61.144,25.693
460,EFLP,LPP,LAPPEENRANTA,LAPPEENRANTA,FINLAND,61.044,28.144
461,EFMA,MHQ,MARIEHAMN,MARIEHAMN,FINLAND,60.122,19.898
462,EFME,N/A,MENKIJARVI,MENKIJARVI,FINLAND,62.947,23.519
463,EFMI,MIK,MIKKELI,MIKKELI,FINLAND,61.686,27.202
464,EFNU,N/A,NUMMELA,NUMMELA,FINLAND,60.334,24.296
465,EFOU,OUL,OULU,OULU,FINLAND,64.93,25.354
466,EFPI,N/A,PIIKAJARVI,PIIKAJARVI,FINLAND,61.246,22.193
467,EFPO,POR,PORI,PORI,FINLAND,61.462,21.8
468,EFPU,N/A,PUDASJARVI,PUDASJARVI,FINLAND,65.402,26.947
469,EFPY,N/A,PYHASALMI,PYHASALMI,FINLAND,63.732,25.926
470,EFRH,N/A,RAAHE PATTIJOKI,PATTIJOKI,FINLAND,64.688,24.696
471,EFRN,N/A,RANTASALMI,RANTASALMI,FINLAND,62.065,28.356
472,EFRO,RVN,ROVANIEMI,ROVANIEMI,FINLAND,66.565,25.83
473,EFRY,N/A,RAYSKALA,RAYSKALA,FINLAND,60.745,24.108
474,EFSA,SVL,SAVONLINNA,SAVONLINNA,FINLAND,61.943,28.945
475,EFSE,N/A,SELANPAA,SELANPAA,FINLAND,61.062,26.799
476,EFSO,SOT,SODANKYLA,SODANKYLA,FINLAND,67.395,26.619
477,EFTP,TMP,TAMPERE PIRKKALA,TAMPERE,FINLAND,61.414,23.604
478,EFTS,N/A,TEISKO,TEISKO,FINLAND,61.773,24.027
479,EFTU,TKU,TURKU,TURKU,FINLAND,60.514,22.263
480,EFUT,QVY,UTTI,UTTI,FINLAND,60.896,26.938
481,EFVA,VAA,VAASA,VAASA,FINLAND,63.051,21.761
482,EFVR,VRK,VARKAUS,VARKAUS,FINLAND,62.171,27.869
483,EFYL,N/A,YLIVIESKA,YLIVIESKA-RAUDASKYLA,FINLAND,64.06,24.716
484,EGAA,BFS,ALDERGROVE,BELFAST,NORTH IRELAND,54.657,-6.216
485,EGAB,ENK,ST ANGELO,ENNISKILLEN,ENGLAND,54.399,-7.652
486,EGAC,BHD,CITY,BELFAST,NORTH IRELAND,54.618,-5.873
487,EGAE,LDY,LONDONDERRY EGLINTON,LONDONDERRY,NORTH IRELAND,55.043,-7.161
488,EGBB,BHX,BIRMINGHAM,BIRMINGHAM,ENGLAND,52.454,-1.748
489,EGBE,CVT,COVENTRY,COVENTRY,ENGLAND,52.37,-1.48
490,EGBG,N/A,LEICESTER,LEICESTER,ENGLAND,52.608,-1.032
491,EGBJ,GLO,GLOUCESTERSHIRE,GOLOUCHESTERSHIRE,ENGLAND,51.894,-2.167
492,EGBN,N/A,NOTTINGHAM,NOTTINGHAM,ENGLAND,52.92,-1.079
493,EGBO,N/A,WOLVERHAMPTON,HALFPENNY GREEN,ENGLAND,52.517,-2.26
494,EGBP,N/A,KEMBLE,PAILTON,UK,51.668,-2.057
495,EGBT,N/A,TURWESTON,TURWESTON,UK,52.041,-1.096
496,EGCC,MAN,MANCHESTER,MANCHESTER,ENGLAND,53.354,-2.275
497,EGCD,N/A,MANCHESTER WOODFORD,WOODFORT,ENGLAND,53.338,-2.149
498,EGCF,N/A,SANDTOFT,SANDTOFT,UK,53.56,-0.858
499,EGDC,N/A,CHIVENOR,CHIVENOR,ENGLAND,51.087,-4.15
500,EGDG,NQY,ST MAWGAN,NEWQUAI,ENGLAND,50.441,-4.995
501,EGDL,LYE,LYNEHAM,LYNEHAM,UK,51.505,-1.993
502,EGDM,N/A,BOSCOMBE DOWN,BOSCOMBE DOWN,ENGLAND,51.152,-1.747
503,EGDR,N/A,CULDROSE,CULDROSE,ENGLAND,50.086,-5.256
504,EGDX,N/A,ST ATHAN,ST. ATHAN,UK,51.405,-3.436
505,EGDY,YEO,YEOVILTON,YEOVILTON,UK,51.009,-2.639
506,EGFE,N/A,HAVERFORDWEST,HAVERFORDWEST,ENGLAND,51.833,-4.961
507,EGFF,CWL,CARDIFF,CARDIFF,WALES,51.397,-3.343
508,EGFH,SWS,SWANSEA,SWANSEA,ENGLAND,51.605,-4.068
509,EGGD,BRS,BRISTOL,BRISTOL,ENGLAND,51.383,-2.719
510,EGGP,LPL,LIVERPOOL,LIVERPOOL,ENGLAND,53.334,-2.85
511,EGGW,LTN,LUTON,LONDON,ENGLAND,51.874,-0.368
512,EGHD,PLH,PLYMOUTH,PLYMOUTH,ENGLAND,50.423,-4.106
513,EGHH,BOH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,50.78,-1.843
514,EGHI,SOU,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,50.95,-1.357
515,EGHL,QLA,LASHAM,LASHAM,ENGLAND,51.185,-1.032
516,EGJB,GCI,GUERNSEY,GUERNSEY,GUERNSEY ISLD.,49.435,-2.602
517,EGJJ,JER,JERSEY,JERSEY,ENGLAND,49.208,-2.195
518,EGKA,ESH,SHOREHAM,SHOREHAM BY SEA,ENGLAND,50.836,-0.297
519,EGKB,BQH,BIGGIN HILL,BIGGIN HILL,ENGLAND,51.331,0.033
520,EGKK,LGW,GATWICK,LONDON,ENGLAND,51.148,-0.19
521,EGLC,LCY,CITY,LONDON,ENGLAND,51.505,0.054
522,EGLF,FAB,FARNBOROUGH,FARNBOROUGH,ENGLAND,51.276,-0.776
523,EGLJ,N/A,CHALGROVE,CHALSGROVE,ENGLAND,51.676,-1.081
524,EGLK,BBS,BLACKBUSHE,BLACKBUSHE,ENGLAND,51.324,-0.848
525,EGLL,LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461
526,EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,51.571,0.696
527,EGMD,LYX,LYDD,LYDD,UK,50.956,0.939
528,EGMH,MSE,MANSTON,MANSTON,ENGLAND,51.342,1.346
529,EGNB,N/A,BROUGH,BROUGH,ENGLAND,53.719,-0.566
530,EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,54.938,-2.809
531,EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,53.772,-3.029
532,EGNJ,HUY,HUMBERSIDE,HUMBERSIDE,ENGLAND,53.574,-0.351
533,EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,54.13,-3.256
534,EGNM,LBA,LEEDS BRADFORD,LEEDS,ENGLAND,53.866,-1.661
535,EGNO,N/A,WARTON,WARTON,UK,53.745,-2.883
536,EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,53.178,-2.978
537,EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,54.083,-4.624
538,EGNT,NCL,NEWCASTLE,NEWCASTLE,ENGLAND,55.038,-1.692
539,EGNV,MME,TEESSIDE,TEESSIDE,ENGLAND,54.509,-1.429
540,EGNX,EMA,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,52.831,-1.328
541,EGOD,N/A,LLANBEDR,LLANBEDR,ENGLAND,52.812,-4.123
542,EGOE,N/A,TERNHILL,TERNHILL,UK,52.871,-2.533
543,EGOQ,N/A,MONA,MONA,UK,53.258,-4.373
544,EGOS,N/A,SHAWBURY,SHAWBURY,UK,52.798,-2.668
545,EGOV,N/A,VALLEY,VALLEY,UK,53.248,-4.535
546,EGOW,N/A,WOODVALE,WOODVALE,UK,53.581,-3.055
547,EGOY,N/A,WEST FREUGH,WEST FREUGH,UK,54.851,-4.948
548,EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,58.958,-2.905
549,EGPB,LSI,SUMBURGH,SUMBURGH,UK,59.879,-1.296
550,EGPC,WIC,WICK,WICK,UK,58.459,-3.093
551,EGPD,ABZ,DYCE,ABERDEEN,UK,57.204,-2.2
552,EGPE,INV,INVERNESS,INVERNESS,UK,57.54,-4.05
553,EGPF,GLA,GLASGOW,GLASGOW,UK,55.872,-4.433
554,EGPH,EDI,EDINBURGH,EDINBURGH,UK,55.95,-3.373
555,EGPI,ILY,ISLAY,ISLAY,UK,55.682,-6.257
556,EGPK,PIK,PRESTWICK,PRESTWICK,UK,55.508,-4.587
557,EGPL,BEB,BENBECULA,BENBECULA,UK,57.481,-7.363
558,EGPM,SDZ,SCATSTA,SCATSTA,UK,60.432,-1.298
559,EGPN,DND,DUNDEE,DUNDEE,UK,56.453,-3.026
560,EGPO,SYY,STORNOWAY,STORNOWAY,UK,58.214,-6.329
561,EGPU,TRE,TIREE,TIREE,UK,56.499,-6.869
562,EGQL,ADX,LEUCHARS,LEUCHARS,UK,56.373,-2.868
563,EGQS,LMO,LOSSIEMOUTH,LOSSIEMOUTH,UK,57.705,-3.339
564,EGRR,N/A,BRACKNELL MET CENTER,BRACKNELL,ENGLAND,51.383,-0.783
565,EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,52.205,0.175
566,EGSF,N/A,CONINGTON,PETERBOROUGH,ENGLAND,52.468,-0.251
567,EGSH,NWI,NORWICH,NORWICH,ENGLAND,52.676,1.283
568,EGSS,STN,STANSTED,LONDON,ENGLAND,51.885,0.235
569,EGSX,N/A,NORTH WEALD,NORTH WEALD,UK,51.722,0.154
570,EGSY,N/A,SHEFFIELD CITY,FOWLMERE,ENGLAND,53.394,-1.388
571,EGTC,N/A,CRANFIELD,CRANFIELD,ENGLAND,52.072,-0.617
572,EGTD,N/A,DUNSFOLD,DUNSFOLD,ENGLAND,51.117,-0.534
573,EGTE,EXT,EXETER,EXETER,ENGLAND,50.734,-3.414
574,EGTG,FZO,BRISTOL FILTON,BRISTOL,ENGLAND,51.519,-2.591
575,EGTH,HTF,HATFIELD,HATFIELD,ENGLAND,51.767,0.25
576,EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,51.837,-1.32
577,EGUB,N/A,BENSON,BENSON,ENGLAND,51.616,-1.096
578,EGUL,N/A,LAKENHEATH,LAKENHEATH,ENGLAND,52.409,0.561
579,EGUN,MHZ,MILDENHALL,MILDENHALL,ENGLAND,52.361,0.488
580,EGUW,N/A,WATTISHAM,WATTISHAM,UK,52.127,0.956
581,EGUY,N/A,WYTON,WYTON,UK,52.357,-0.108
582,EGVA,FFD,FAIRFORD,FAIRFORD,ENGLAND,51.682,-1.79
583,EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,51.75,-1.584
584,EGVO,ODH,ODIHAM,ODIHAM,UK,51.234,-0.943
585,EGWC,N/A,COSFORD,COSFORD,ENGLAND,52.64,-2.306
586,EGWU,NHT,NORTHOLT RAF,NORTHOLT,UK,51.553,-0.418
587,EGXC,QCY,CONINGSBY,CONINGSBY,ENGLAND,53.093,-0.166
588,EGXD,N/A,DISHFORTH,DISHFORTH,ENGLAND,54.137,-1.42
589,EGXE,N/A,LEEMING,LEEMING,ENGLAND,54.292,-1.535
590,EGXG,N/A,CHURCH FENTON,CHURCH FENTON,ENGLAND,53.834,-1.195
591,EGXH,BEQ,HONINGTON,HONINGTON,ENGLAND,52.343,0.773
592,EGXJ,N/A,COTTESMORE,COTTESMORE,ENGLAND,52.736,-0.649
593,EGXP,N/A,SCAMPTON,SCAMPTON,UK,53.307,-0.551
594,EGXT,N/A,WITTERING,WITTERING,UK,52.613,-0.476
595,EGXU,N/A,LINTON ON OUSE,LINTON-ON-OUSE,ENGLAND,54.049,-1.252
596,EGXW,WTN,WADDINGTON,WADDINGTON,UK,53.166,-0.524
597,EGXZ,N/A,TOPCLIFFE,TOPCLIFFE,UK,54.206,-1.382
598,EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,52.755,1.357
599,EGYD,N/A,CRANWELL,CRANWELL,ENGLAND,53.031,-0.481
600,EGYE,N/A,BARKSTON HEATH,BARKSTON HEATH,ENGLAND,52.962,-0.561
601,EGYM,KNF,MARHAM,MARHAM,UK,52.648,0.55
602,EGYP,MPN,MOUNT PLEASANT,MOUNT PLEASANT,FALKLAND ISLANDS,-51.823,-58.447
603,EHAM,AMS,SCHIPHOL,AMSTERDAM,NETHERLANDS,52.309,4.764
604,EHBD,N/A,BUDEL,WEERT,NETHERLANDS,51.255,5.601
605,EHBK,MST,MAASTRICHT,MAASTRICHT,NETHERLANDS,50.911,5.77
606,EHDL,N/A,DEELEN,DEELEN,NETHERLANDS,52.061,5.873
607,EHDR,N/A,DRACHTEN,DRACHTEN,NETHERLANDS,53.119,6.13
608,EHEH,EIN,EINDHOVEN,EINDHOVEN,NETHERLANDS,51.45,5.374
609,EHGG,GRQ,EELDE,GRONINGEN,NETHERLANDS,53.119,6.579
610,EHGR,N/A,GILZE RIJEN,GILZE-RIJEN,NETHERLANDS,51.568,4.933
611,EHKD,DHR,DE KOOY,DE KOOY,NETHERLANDS,52.923,4.781
612,EHLE,N/A,LELYSTAD,LELYSTAD,NETHERLANDS,52.46,5.527
613,EHLW,LWR,LEEUWARDEN,LEEUWARDEN,NETHERLANDS,53.229,5.761
614,EHRD,RTM,ROTTERDAM,ROTTERDAM,NETHERLANDS,51.957,4.442
615,EHSB,UTC,SOESTERBERG,SOESTERBERG,NETHERLANDS,52.127,5.276
616,EHTW,ENS,TWENTHE,ENSCHEDE,NETHERLANDS,52.27,6.874
617,EHVB,LID,VALKENBURG,VALKENBURG,NETHERLANDS,52.17,4.426
618,EHWO,WOE,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,51.449,4.342
619,EICK,ORK,CORK,CORK,IRELAND,51.843,-8.492
620,EICM,GWY,GALWAY,GALWAY,IRELAND,53.301,-8.939
621,EIDL,N/A,DONEGAL,DONEGAL,IRELAND,55.044,-8.341
622,EIDW,DUB,DUBLIN,DUBLIN,IRELAND,53.421,-6.27
623,EIKN,NOC,CONNAUGHT,CONNAUGHT,IRELAND,53.91,-8.818
624,EIKY,KIR,KERRY,KERRY,IRELAND,52.181,-9.524
625,EIME,N/A,CASEMENT,CASEMENT,IRELAND,53.303,-6.443
626,EINN,SNN,SHANNON,SHANNON,IRELAND,52.702,-8.925
627,EISG,SXL,SLIGO,SLIGO,IRELAND,54.28,-8.599
628,EIWF,WAT,WATERFORD,WATERFORD,IRELAND,52.187,-7.087
629,EKAH,AAR,AARHUS,AARHUS,DENMARK,56.304,10.619
630,EKBI,BLL,BILLUND,BILLUND,DENMARK,55.74,9.152
631,EKCH,CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656
632,EKEB,EBJ,ESBJERG,ESBJERG,DENMARK,55.526,8.553
633,EKGH,N/A,GRONHOLT HILLEROD,GRONHOLT,DENMARK,55.941,12.382
